Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
silkroad-exclusive-51-inch-crema-marfil-marble-top-single-sink-bathroom-vanity-hyp-0205-cm-uic-51,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/HYP-0205-CM-UIC-51_2.jpg?v=1702747606,2,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-51-inch-crema-marfil-marble-top-single-sink-bathroom-vanity-hyp-0205-cm-uic-51,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/HYP-0205-CM-UIC-51_3.jpg?v=1702747606,3,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-51-inch-crema-marfil-marble-top-single-sink-bathroom-vanity-hyp-0205-cm-uic-51,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/HYP-0205-CM-UIC-51_4.jpg?v=1702747606,4,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-30-5-inch-crema-marfil-marble-top-single-sink-bathroom-vanity-hyp-0205-cm-uic-30-5,Silkroad Exclusive  30.5-inch Crema Marfil Marble Top Single Sink Bathroom Vanity - HYP-0205-CM-UIC-30.5,"<p><strong>Specifications:</strong></p><ul>
<li>Product Width: 30.5</li>
<li>Product Depth: 22</li>
<li>Product Height: 36</li>
<li>Style: Traditional</li>
<li>Finish: Cherry</li>
<li>Counter Top: Crema Marfil Marble</li>
<li>Countertop Edge Profile: Ogee</li>
<li>Sink Type: Ivory Ceramic Undermount Sink</li>
<li>Sink Material: Ceramic</li>
<li>Sink Installation Type: Undermount</li>
<li>Sink Shape: Oval</li>
<li>Sink Color: Ivory</li>
<li>Number of Sink: Single</li>
<li>Sink Bowl Location: Single Sink in Center</li>
<li>Faucet Specification: Pre-drilled for 8"" Widespread Faucet</li>
<li>Door/ Drawer Hardware: Antique Brass Finish</li>
<li>Material: Natural Stone, Solid Wood Structure &amp;  TSCA Title VI Certified Panels</li>
<li>Vanity Placement: Floor / Freestanding</li>
<li>Soft-Close Drawer Slides: Yes</li>
<li>Soft-Close Door hinges: No</li>
<li>Number of Doors: 2</li>
<li>Number of Drawers: 1</li>
<li>Assembly: Assembled</li>
<li>Remark 1: Drain, faucet and accessories are not included</li>
<li>Use &amp; Care Note: Seal any stone surfaces before installation to avoid any dirt or stain from getting into the stone. Avoid direct sunlight and extreme changes in temperature. Clean with a soft, dry, lint-free cloth</li>
</ul>",Silkroad Exclusive,,Bathroom Vanity,"$500 to 1000, 25 to 36, Bathroom Vanity, Cherry, Silkroad, Single sinc, Traditional",false,Title,Default Title,,,,,HYP-0205-CM-UIC-30.5,0.0,shopify,10,deny,manual,922.00,,true,false,'610256800080,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/HYP-0205-CM-UIC-30_1.jpg?v=1702571656,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,draft
silkroad-exclusive-30-5-inch-crema-marfil-marble-top-single-sink-bathroom-vanity-hyp-0205-cm-uic-30-5,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/HYP-0205-CM-UIC-30_2.jpg?v=1702571656,2,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-30-5-inch-crema-marfil-marble-top-single-sink-bathroom-vanity-hyp-0205-cm-uic-30-5,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/HYP-0205-CM-UIC-30_3.jpg?v=1702571656,3,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-30-5-inch-crema-marfil-marble-top-single-sink-bathroom-vanity-hyp-0205-cm-uic-30-5,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/HYP-0205-CM-UIC-30_4.jpg?v=1702571656,4,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-84-inch-crema-marfil-marble-top-double-sink-bathroom-vanity-hyp-0204-cm-uic-84,Silkroad Exclusive  84-inch Crema Marfil Marble Top Double Sink Bathroom Vanity - HYP-0204-CM-UIC-84,"<p><strong>Specifications:</strong></p><ul>
<li>Product Width: 84</li>
<li>Product Depth: 22</li>
<li>Product Height: 36</li>
<li>Style: Traditional</li>
<li>Finish: Cherry</li>
<li>Counter Top: Crema Marfil Marble</li>
<li>Countertop Edge Profile: Ogee</li>
<li>Sink Type: Ivory Ceramic Undermount Sink</li>
<li>Sink Material: Ceramic</li>
<li>Sink Installation Type: Undermount</li>
<li>Sink Shape: Oval</li>
<li>Sink Color: Ivory</li>
<li>Number of Sink: Double</li>
<li>Sink Bowl Location: Double Sink</li>
<li>Faucet Specification: Pre-drilled for 8"" Widespread Faucet</li>
<li>Door/ Drawer Hardware: Antique Brass Finish</li>
<li>Material: Natural Stone, Solid Wood Structure &amp;  TSCA Title VI Certified Panels</li>
<li>Vanity Placement: Floor / Freestanding</li>
<li>Soft-Close Drawer Slides: Yes</li>
<li>Soft-Close Door hinges: No</li>
<li>Number of Doors: 4</li>
<li>Number of Drawers: 4</li>
<li>Assembly: Assembled</li>
<li>Remark 1: Drain, faucet and accessories are not included</li>
<li>Remark 2: Modular Vanity</li>
<li>Use &amp; Care Note: Seal any stone surfaces before installation to avoid any dirt or stain from getting into the stone. Avoid direct sunlight and extreme changes in temperature. Clean with a soft, dry, lint-free cloth</li>
</ul>",Silkroad Exclusive,,Bathroom Vanity,"Bathroom Vanity, Cherry, Double sinc, Over 72, Silkroad, Traditional",false,Title,Default Title,,,,,HYP-0204-CM-UIC-84,0.0,shopify,10,deny,manual,77.00,,true,false,'610256801407,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/HYP-0204-CM-UIC-84_1.jpg?v=1702750899,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,draft
silkroad-exclusive-84-inch-crema-marfil-marble-top-double-sink-bathroom-vanity-hyp-0204-cm-uic-84,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/HYP-0204-CM-UIC-84_2.jpg?v=1702750899,2,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-84-inch-crema-marfil-marble-top-double-sink-bathroom-vanity-hyp-0204-cm-uic-84,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/HYP-0204-CM-UIC-84_3.jpg?v=1702750899,3,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-84-inch-crema-marfil-marble-top-double-sink-bathroom-vanity-hyp-0204-cm-uic-84,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/HYP-0204-CM-UIC-84_4.jpg?v=1702750899,4,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-53-inch-crema-marfil-marble-top-single-sink-bathroom-vanity-hyp-0204-cm-uic-53,Silkroad Exclusive  53-inch Crema Marfil Marble Top Single Sink Bathroom Vanity - HYP-0204-CM-UIC-53,"<p><strong>Specifications:</strong></p><ul>
<li>Product Width: 53</li>
<li>Product Depth: 22</li>
<li>Product Height: 36</li>
<li>Style: Traditional</li>
<li>Finish: Cherry</li>
<li>Counter Top: Crema Marfil Marble</li>
<li>Countertop Edge Profile: Ogee</li>
<li>Sink Type: Ivory Ceramic Undermount Sink</li>
<li>Sink Material: Ceramic</li>
<li>Sink Installation Type: Undermount</li>
<li>Sink Shape: Oval</li>
<li>Sink Color: Ivory</li>
<li>Number of Sink: Single</li>
<li>Sink Bowl Location: Single Sink in Center</li>
<li>Faucet Specification: Pre-drilled for 8"" Widespread Faucet</li>
<li>Door/ Drawer Hardware: Antique Brass Finish</li>
<li>Material: Natural Stone, Solid Wood Structure &amp;  TSCA Title VI Certified Panels</li>
<li>Vanity Placement: Floor / Freestanding</li>
<li>Soft-Close Drawer Slides: Yes</li>
<li>Soft-Close Door hinges: No</li>
<li>Number of Doors: 2</li>
<li>Number of Drawers: 4</li>
<li>Assembly: Assembled</li>
<li>Remark 1: Drain, faucet and accessories are not included</li>
<li>Remark 2: Modular Vanity</li>
<li>Use &amp; Care Note: Seal any stone surfaces before installation to avoid any dirt or stain from getting into the stone. Avoid direct sunlight and extreme changes in temperature. Clean with a soft, dry, lint-free cloth</li>
</ul>",Silkroad Exclusive,,Bathroom Vanity,"43 to 60, Bathroom Vanity, Cherry, Silkroad, Single sinc, Traditional",false,Title,Default Title,,,,,HYP-0204-CM-UIC-53,0.0,shopify,10,deny,manual,77.00,,true,false,'610256801391,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/HYP-0204-CM-UIC-53_1.jpg?v=1702747819,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,draft
silkroad-exclusive-53-inch-crema-marfil-marble-top-single-sink-bathroom-vanity-hyp-0204-cm-uic-53,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/HYP-0204-CM-UIC-53_2.jpg?v=1702747819,2,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-53-inch-crema-marfil-marble-top-single-sink-bathroom-vanity-hyp-0204-cm-uic-53,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/HYP-0204-CM-UIC-53_3.jpg?v=1702747819,3,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-53-inch-crema-marfil-marble-top-single-sink-bathroom-vanity-hyp-0204-cm-uic-53,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/HYP-0204-CM-UIC-53_4.jpg?v=1702747819,4,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-33-inch-crema-marfil-marble-top-single-sink-bathroom-vanity-hyp-0204-cm-uic-33,Silkroad Exclusive  33-inch Crema Marfil Marble Top Single Sink Bathroom Vanity - HYP-0204-CM-UIC-33,"<p><strong>Specifications:</strong></p><ul>
<li>Product Width: 33</li>
<li>Product Depth: 22</li>
<li>Product Height: 36</li>
<li>Style: Traditional</li>
<li>Finish: Cherry</li>
<li>Counter Top: Crema Marfil Marble</li>
<li>Countertop Edge Profile: Ogee</li>
<li>Sink Type: Ivory Ceramic Undermount Sink</li>
<li>Sink Material: Ceramic</li>
<li>Sink Installation Type: Undermount</li>
<li>Sink Shape: Oval</li>
<li>Sink Color: Ivory</li>
<li>Number of Sink: Single</li>
<li>Sink Bowl Location: Single Sink in Center</li>
<li>Faucet Specification: Pre-drilled for 8"" Widespread Faucet</li>
<li>Door/ Drawer Hardware: Antique Brass Finish</li>
<li>Material: Natural Stone, Solid Wood Structure &amp;  TSCA Title VI Certified Panels</li>
<li>Vanity Placement: Floor / Freestanding</li>
<li>Soft-Close Drawer Slides: No</li>
<li>Soft-Close Door hinges: No</li>
<li>Number of Doors: 2</li>
<li>Assembly: Assembled</li>
<li>Remark 1: Drain, faucet and accessories are not included</li>
<li>Use &amp; Care Note: Seal any stone surfaces before installation to avoid any dirt or stain from getting into the stone. Avoid direct sunlight and extreme changes in temperature. Clean with a soft, dry, lint-free cloth</li>
</ul>",Silkroad Exclusive,,Bathroom Vanity,"$500 to 1000, 25 to 36, Bathroom Vanity, Cherry, Silkroad, Single sinc, Traditional",false,Title,Default Title,,,,,HYP-0204-CM-UIC-33,0.0,shopify,10,deny,manual,922.00,,true,false,'610256800066,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/HYP-0204-CM-UIC-33_1.jpg?v=1702571769,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,draft
silkroad-exclusive-33-inch-crema-marfil-marble-top-single-sink-bathroom-vanity-hyp-0204-cm-uic-33,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/HYP-0204-CM-UIC-33_2.jpg?v=1702571769,2,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-33-inch-crema-marfil-marble-top-single-sink-bathroom-vanity-hyp-0204-cm-uic-33,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/HYP-0204-CM-UIC-33_3.jpg?v=1702571769,3,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-33-inch-crema-marfil-marble-top-single-sink-bathroom-vanity-hyp-0204-cm-uic-33,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/HYP-0204-CM-UIC-33_4.jpg?v=1702571769,4,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-24-inch-travertine-top-single-sink-bathroom-vanity-hyp-0160-t-24,Silkroad Exclusive  24-inch Travertine Top Single Sink Bathroom Vanity,"<p><strong>Specifications:</strong></p>
<ul>
<li>Product Width: 24</li>
<li>Product Depth: 22</li>
<li>Style: Transitional</li>
<li>Finish: English Chestnut</li>
<li>Counter Top: Travertine</li>
<li>Countertop Edge Profile: Ogee</li>
<li>Sink Type: Vessel Sink Bowl (Not Included)</li>
<li>Sink Installation Type: Vessel</li>
<li>Number of Sink: Single</li>
<li>Sink Bowl Location: Single Sink in Center</li>
<li>Faucet Specification: Pre-drilled for Single Hole Faucet</li>
<li>Door/ Drawer Hardware: Antique Brass Finish</li>
<li>Material: Natural Stone, Solid Wood Structure &amp; TSCA Title VI Certified Panels</li>
<li>Vanity Placement: Floor / Freestanding</li>
<li>Soft-Close Drawer Slides: No</li>
<li>Soft-Close Door hinges: No</li>
<li>Number of Doors: 2</li>
<li>Assembly: Assembled</li>
<li>Remark 1: Sink and faucet are not included</li>
<li>Use &amp; Care Note: Seal any stone surfaces before installation to avoid any dirt or stain from getting into the stone. Avoid direct sunlight and extreme changes in temperature. Clean with a soft, dry, lint-free cloth</li>
</ul>",Silkroad Exclusive,,Bathroom Vanity,"$500 to 1000, Bathroom Vanity, English Chestnut, Silkroad, Single sinc, Transitional, Under 24",false,Height,"29""",,,,,HYP-0160-T-24,0.0,shopify,10,deny,manual,808.00,,true,false,'600316840552,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/HYP-0160-T-24_1.jpg?v=1702571267,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,draft
silkroad-exclusive-24-inch-travertine-top-single-sink-bathroom-vanity-hyp-0160-t-24,,,,,,,,,"36""",,,,,HYP-0160-T-24_S29B,0.0,shopify,10,deny,manual,77.00,,true,false,'610256800042,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/HYP-0160-T-24_2.jpg?v=1702571267,2,,,,,,,,,,,,,,,,,kg,,,,,,,,,
silkroad-exclusive-24-inch-travertine-top-single-sink-bathroom-vanity-hyp-0160-t-24,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/HYP-0160-T-24_3.jpg?v=1702571267,3,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-24-inch-travertine-top-single-sink-bathroom-vanity-hyp-0160-t-24,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/HYP-0160-T-24_4.jpg?v=1702571267,4,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-22-inch-travertine-top-single-sink-bathroom-vanity-hyp-0158-t-22,Silkroad Exclusive  22-inch Travertine Top Single Sink Bathroom Vanity,"<p><strong>Specifications:</strong></p>
<ul>
<li>Product Width: 22</li>
<li>Product Depth: 20</li>
<li>Style: Transitional</li>
<li>Finish: American Chestnut</li>
<li>Counter Top: Travertine</li>
<li>Countertop Edge Profile: Bevel edge</li>
<li>Sink Type: Vessel Sink Bowl (Not Included)</li>
<li>Sink Installation Type: Vessel</li>
<li>Number of Sink: Single</li>
<li>Sink Bowl Location: Single Sink in Center</li>
<li>Faucet Specification: Pre-drilled for Single Hole Faucet</li>
<li>Door/ Drawer Hardware: Antique Brass Finish</li>
<li>Material: Natural Stone, Solid Wood Structure &amp; TSCA Title VI Certified Panels</li>
<li>Vanity Placement: Floor / Freestanding</li>
<li>Soft-Close Drawer Slides: Yes</li>
<li>Soft-Close Door hinges: No</li>
<li>Number of Doors: 1</li>
<li>Number of Drawers: 1</li>
<li>Assembly: Assembled</li>
<li>Remark 1: Sink and faucet are not included</li>
<li>Use &amp; Care Note: Seal any stone surfaces before installation to avoid any dirt or stain from getting into the stone. Avoid direct sunlight and extreme changes in temperature. Clean with a soft, dry, lint-free cloth</li>
</ul>",Silkroad Exclusive,,Bathroom Vanity,"$500 to 1000, American Chestnut, Bathroom Vanity, Silkroad, Single sinc, Transitional, Under 24",false,Height,"29""",,,,,HYP-0158-T-22,0.0,shopify,10,deny,manual,706.00,,true,false,'600316840545,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/HYP-0158-T-22_1.jpg?v=1702571037,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,draft
silkroad-exclusive-22-inch-travertine-top-single-sink-bathroom-vanity-hyp-0158-t-22,,,,,,,,,"36""",,,,,HYP-0158-T-22_S29B,0.0,shopify,10,deny,manual,77.00,,true,false,'610256800035,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/HYP-0158-T-22_2.jpg?v=1702571037,2,,,,,,,,,,,,,,,,,kg,,,,,,,,,
silkroad-exclusive-22-inch-travertine-top-single-sink-bathroom-vanity-hyp-0158-t-22,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/HYP-0158-T-22_3.jpg?v=1702571037,3,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-22-inch-travertine-top-single-sink-bathroom-vanity-hyp-0158-t-22,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/HYP-0158-T-22_4.jpg?v=1702571037,4,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-22-inch-travertine-top-single-sink-bathroom-vanity-hyp-0155-t-22,Silkroad Exclusive  22-inch Travertine Top Single Sink Bathroom Vanity,"<p><strong>Specifications:</strong></p>
<ul>
<li>Product Width: 22</li>
<li>Product Depth: 20</li>
<li>Style: Modern</li>
<li>Finish: Dark Walnut</li>
<li>Counter Top: Travertine</li>
<li>Countertop Edge Profile: Flat</li>
<li>Sink Type: Vessel Sink Bowl (Not Included)</li>
<li>Sink Installation Type: Vessel</li>
<li>Number of Sink: Single</li>
<li>Sink Bowl Location: Single Sink in Center</li>
<li>Faucet Specification: Pre-drilled for Single Hole Faucet</li>
<li>Door/ Drawer Hardware: Brushed Nickel Finish</li>
<li>Material: Natural Stone, Solid Wood Structure &amp; TSCA Title VI Certified Panels</li>
<li>Vanity Placement: Floor / Freestanding</li>
<li>Soft-Close Drawer Slides: No</li>
<li>Soft-Close Door hinges: No</li>
<li>Number of Doors: 2</li>
<li>Assembly: Assembled</li>
<li>Remark 1: Drain, faucet and accessories are not included</li>
<li>Use &amp; Care Note: Seal any stone surfaces before installation to avoid any dirt or stain from getting into the stone. Avoid direct sunlight and extreme changes in temperature. Clean with a soft, dry, lint-free cloth</li>
</ul>",Silkroad Exclusive,,Bathroom Vanity,"$500 to 1000, Bathroom Vanity, Dark Walnut, Modern, Silkroad, Single sinc, Under 24",false,Vessel Sink Bawl,Not Included,,,,,HYP-0155-T-22,0.0,shopify,10,deny,manual,692.00,,true,false,'600316840538,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/HYP-0155-T-22_1.jpg?v=1702570292,1,,false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/HYP-0155-T-22_1.jpg?v=1702570292,kg,,,true,,,true,,,draft
silkroad-exclusive-22-inch-travertine-top-single-sink-bathroom-vanity-hyp-0155-t-22,,,,,,,,,Included,,,,,HYP-0155-T-22_S29B,0.0,shopify,10,deny,manual,912.00,,true,false,'610256800011,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/HYP-0155-T-22_2.jpg?v=1702570292,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/HYP-0155-T-22_1.jpg?v=1702570292,kg,,,,,,,,,
silkroad-exclusive-22-inch-travertine-top-single-sink-bathroom-vanity-hyp-0155-t-22,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/HYP-0155-T-22_4.jpg?v=1702570292,3,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-22-inch-travertine-top-single-sink-bathroom-vanity-hyp-0155-t-22,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/HYP-0155-T-22_3.jpg?v=1702570285,4,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-48-inch-travertine-top-single-sink-bathroom-vanity-hyp-0152-t-uic-48,Silkroad Exclusive  48-inch Travertine Top Single Sink Bathroom Vanity - HYP-0152-T-UIC-48,"<p><strong>Specifications:</strong></p><ul>
<li>Product Width: 48</li>
<li>Product Depth: 22</li>
<li>Product Height: 36</li>
<li>Style: Traditional</li>
<li>Finish: Antique White</li>
<li>Counter Top: Travertine</li>
<li>Countertop Edge Profile: Ogee</li>
<li>Sink Type: Ivory Ceramic Undermount Sink</li>
<li>Sink Material: Ceramic</li>
<li>Sink Installation Type: Undermount</li>
<li>Sink Shape: Oval</li>
<li>Sink Color: Ivory</li>
<li>Number of Sink: Single</li>
<li>Sink Bowl Location: Single Sink in Center</li>
<li>Faucet Specification: Pre-drilled for 8"" Widespread Faucet</li>
<li>Door/ Drawer Hardware: Antique Brass Finish</li>
<li>Material: Natural Stone, Solid Wood Structure &amp;  TSCA Title VI Certified Panels</li>
<li>Vanity Placement: Floor / Freestanding</li>
<li>Soft-Close Drawer Slides: Yes</li>
<li>Soft-Close Door hinges: No</li>
<li>Number of Doors: 2</li>
<li>Number of Drawers: 6</li>
<li>Assembly: Assembled</li>
<li>Remark 1: Drain, faucet and accessories are not included</li>
<li>Use &amp; Care Note: Seal any stone surfaces before installation to avoid any dirt or stain from getting into the stone. Avoid direct sunlight and extreme changes in temperature. Clean with a soft, dry, lint-free cloth</li>
</ul>",Silkroad Exclusive,,Bathroom Vanity,"$1000 to 1500, 43 to 60, Antique White, Bathroom Vanity, Silkroad, Single sinc, Traditional",false,Title,Default Title,,,,,HYP-0152-T-UIC-48,0.0,shopify,10,deny,manual,1246.00,,true,false,'610256799964,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/HYP-0152-T-UIC-48_1.jpg?v=1702747378,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,draft
silkroad-exclusive-48-inch-travertine-top-single-sink-bathroom-vanity-hyp-0152-t-uic-48,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/HYP-0152-T-UIC-48_2.jpg?v=1702747378,2,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-48-inch-travertine-top-single-sink-bathroom-vanity-hyp-0152-t-uic-48,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/HYP-0152-T-UIC-48_3.jpg?v=1702747378,3,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-48-inch-travertine-top-single-sink-bathroom-vanity-hyp-0152-t-uic-48,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/HYP-0152-T-UIC-48_4.jpg?v=1702747378,4,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-48-inch-crema-marfil-marble-top-single-sink-bathroom-vanity-hyp-0152-cm-uwc-48,Silkroad Exclusive  48-inch Crema Marfil Marble Top Single Sink Bathroom Vanity - HYP-0152-CM-UWC-48,"<p><strong>Specifications:</strong></p><ul>
<li>Product Width: 48</li>
<li>Product Depth: 22</li>
<li>Product Height: 36</li>
<li>Style: Traditional</li>
<li>Finish: Antique White</li>
<li>Counter Top: Crema Marfil Marble</li>
<li>Countertop Edge Profile: Ogee</li>
<li>Sink Type: White Ceramic Undermount Sink</li>
<li>Sink Material: Ceramic</li>
<li>Sink Installation Type: Undermount</li>
<li>Sink Shape: Oval</li>
<li>Sink Color: White</li>
<li>Number of Sink: Single</li>
<li>Sink Bowl Location: Single Sink in Center</li>
<li>Faucet Specification: Pre-drilled for 8"" Widespread Faucet</li>
<li>Door/ Drawer Hardware: Antique Brass Finish</li>
<li>Material: Natural Stone, Solid Wood Structure &amp;  TSCA Title VI Certified Panels</li>
<li>Vanity Placement: Floor / Freestanding</li>
<li>Soft-Close Drawer Slides: Yes</li>
<li>Soft-Close Door hinges: No</li>
<li>Number of Doors: 2</li>
<li>Number of Drawers: 6</li>
<li>Assembly: Assembled</li>
<li>Remark 1: Drain, faucet and accessories are not included</li>
<li>Use &amp; Care Note: Seal any stone surfaces before installation to avoid any dirt or stain from getting into the stone. Avoid direct sunlight and extreme changes in temperature. Clean with a soft, dry, lint-free cloth</li>
</ul>",Silkroad Exclusive,,Bathroom Vanity,"$1000 to 1500, 43 to 60, Antique White, Bathroom Vanity, Silkroad, Single sinc, Traditional",false,Title,Default Title,,,,,HYP-0152-CM-UWC-48,0.0,shopify,10,deny,manual,1246.00,,true,false,'610256799957,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/HYP-0152-CM-UWC-48_1.jpg?v=1702746939,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,draft
silkroad-exclusive-48-inch-crema-marfil-marble-top-single-sink-bathroom-vanity-hyp-0152-cm-uwc-48,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/HYP-0152-CM-UWC-48_2.jpg?v=1702746939,2,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-48-inch-crema-marfil-marble-top-single-sink-bathroom-vanity-hyp-0152-cm-uwc-48,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/HYP-0152-CM-UWC-48_3.jpg?v=1702746939,3,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-48-inch-crema-marfil-marble-top-single-sink-bathroom-vanity-hyp-0152-cm-uwc-48,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/HYP-0152-CM-UWC-48_4.jpg?v=1702746939,4,,,,,,,,,,,,,,,,,,,,,,,,,,
