Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
silkroad-exclusive-60-inch-carrara-white-marble-top-double-sink-bathroom-vanity-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/V10060WWSD_4.jpg?v=1702749550,8,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-60-inch-sesame-white-granite-top-double-sink-bathroom-vanity,Silkroad Exclusive  60-inch Sesame White Granite Top Double Sink Bathroom Vanity,"<p><strong>Specifications:</strong></p>
<ul>
<li>Product Width: 60</li>
<li>Product Depth: 22</li>
<li>Product Height: 36</li>
<li>Style: Modern</li>
<li>Counter Top: Sesame White Granite</li>
<li>Countertop Edge Profile: Bevel edge</li>
<li>Sink Type: White Ceramic Undermount Sink</li>
<li>Sink Material: Ceramic</li>
<li>Sink Installation Type: Undermount</li>
<li>Sink Shape: Rectangle</li>
<li>Sink Color: White</li>
<li>Number of Sink: Double</li>
<li>Sink Bowl Location: Double Sink</li>
<li>Faucet Specification: Pre-drilled for Single Hole Faucet</li>
<li>Door/ Drawer Hardware: Brushed Nickel Finish</li>
<li>Material: Natural Stone, Solid Wood Structure &amp; TSCA Title VI Certified Panels</li>
<li>Vanity Placement: Floor / Freestanding</li>
<li>Soft-Close Drawer Slides: Yes</li>
<li>Soft-Close Door hinges: Yes</li>
<li>Number of Doors: 4</li>
<li>Number of Drawers: 2</li>
<li>Assembly: Assembled</li>
<li>Remark 1: Drain, faucet and accessories are not included</li>
<li>Remark 2: Rubberwood drawer with dovetail joints</li>
<li>Use &amp; Care Note: Seal any stone surfaces before installation to avoid any dirt or stain from getting into the stone. Avoid direct sunlight and extreme changes in temperature. Clean with a soft, dry, lint-free cloth</li>
</ul>",Silkroad Exclusive,,Bathroom Vanity,"43 to 60, Bathroom Vanity, Bluish Gray, Double sinc, Modern, Silkroad, White",false,Finish,Bluish Gray,,,,,V10060GSSD,0.0,shopify,10,deny,manual,77.00,,true,false,'600316839464,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/V10060GSSD_1.jpg?v=1702750045,1,,false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/V10060GSSD_1.jpg?v=1702750045,kg,,,true,,,true,,,draft
silkroad-exclusive-60-inch-sesame-white-granite-top-double-sink-bathroom-vanity,,,,,,,,,White,,,,,V10060WSSD,0.0,shopify,10,deny,manual,77.00,,true,false,'600316839488,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/V10060GSSD_2.jpg?v=1702750045,2,,,,,,,,,,,,,,,,,kg,,,,,,,,,
silkroad-exclusive-60-inch-sesame-white-granite-top-double-sink-bathroom-vanity,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/V10060GSSD_3.jpg?v=1702750045,3,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-60-inch-sesame-white-granite-top-double-sink-bathroom-vanity,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/V10060GSSD_4.jpg?v=1702750045,4,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-48-inch-carrara-white-marble-top-single-sink-bathroom-vanity-1,Silkroad Exclusive  48-inch Carrara White Marble Top Single Sink Bathroom Vanity,"<p><strong>Specifications:</strong></p>
<ul>
<li>Product Width: 48</li>
<li>Product Depth: 22</li>
<li>Product Height: 36</li>
<li>Style: Modern</li>
<li>Counter Top: Carrara White Marble</li>
<li>Countertop Edge Profile: Bevel edge</li>
<li>Sink Type: White Ceramic Undermount Sink</li>
<li>Sink Material: Ceramic</li>
<li>Sink Installation Type: Undermount</li>
<li>Sink Shape: Rectangle</li>
<li>Sink Color: White</li>
<li>Number of Sink: Single</li>
<li>Sink Bowl Location: Single Sink in Center</li>
<li>Faucet Specification: Pre-drilled for Single Hole Faucet</li>
<li>Door/ Drawer Hardware: Brushed Nickel Finish</li>
<li>Material: Natural Stone, Solid Wood Structure &amp; TSCA Title VI Certified Panels</li>
<li>Vanity Placement: Floor / Freestanding</li>
<li>Soft-Close Drawer Slides: Yes</li>
<li>Soft-Close Door hinges: Yes</li>
<li>Number of Doors: 2</li>
<li>Number of Drawers: 4</li>
<li>Assembly: Assembled</li>
<li>Remark 1: Drain, faucet and accessories are not included</li>
<li>Remark 2: Rubberwood drawer with dovetail joints</li>
<li>Use &amp; Care Note: Seal any stone surfaces before installation to avoid any dirt or stain from getting into the stone. Avoid direct sunlight and extreme changes in temperature. Clean with a soft, dry, lint-free cloth</li>
</ul>",Silkroad Exclusive,,Bathroom Vanity,"43 to 60, Bathroom Vanity, Bluish Gray, Modern, Silkroad, Single sinc, White",false,Finish,Bluish Gray,,,,,V10048GWSC,0.0,shopify,10,deny,manual,77.00,,true,false,'600316839433,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/V10048GWSC_1.jpg?v=1702746720,1,,false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/V10048GWSC_1.jpg?v=1702746720,kg,,,true,,,true,,,draft
silkroad-exclusive-48-inch-carrara-white-marble-top-single-sink-bathroom-vanity-1,,,,,,,,,White,,,,,V10048WWSC,0.0,shopify,10,deny,manual,77.00,,true,false,'600316839457,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/V10048GWSC_2.jpg?v=1702746720,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/V10048WWSC_1.jpg?v=1702746720,kg,,,,,,,,,
silkroad-exclusive-48-inch-carrara-white-marble-top-single-sink-bathroom-vanity-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/V10048GWSC_3.jpg?v=1702746720,3,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-48-inch-carrara-white-marble-top-single-sink-bathroom-vanity-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/V10048GWSC_4.jpg?v=1702746720,4,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-48-inch-carrara-white-marble-top-single-sink-bathroom-vanity-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/V10048WWSC_1.jpg?v=1702746720,5,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-48-inch-carrara-white-marble-top-single-sink-bathroom-vanity-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/V10048WWSC_2.jpg?v=1702746720,6,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-48-inch-carrara-white-marble-top-single-sink-bathroom-vanity-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/V10048WWSC_3.jpg?v=1702746720,7,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-48-inch-carrara-white-marble-top-single-sink-bathroom-vanity-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/V10048WWSC_4.jpg?v=1702746720,8,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-48-inch-sesame-white-granite-top-single-sink-bathroom-vanity,Silkroad Exclusive  48-inch Sesame White Granite Top Single Sink Bathroom Vanity,"<p><strong>Specifications:</strong></p>
<ul>
<li>Product Width: 48</li>
<li>Product Depth: 22</li>
<li>Product Height: 36</li>
<li>Style: Modern</li>
<li>Counter Top: Sesame White Granite</li>
<li>Countertop Edge Profile: Bevel edge</li>
<li>Sink Type: White Ceramic Undermount Sink</li>
<li>Sink Material: Ceramic</li>
<li>Sink Installation Type: Undermount</li>
<li>Sink Shape: Rectangle</li>
<li>Sink Color: White</li>
<li>Number of Sink: Single</li>
<li>Sink Bowl Location: Single Sink in Center</li>
<li>Faucet Specification: Pre-drilled for Single Hole Faucet</li>
<li>Door/ Drawer Hardware: Brushed Nickel Finish</li>
<li>Material: Natural Stone, Solid Wood Structure &amp; TSCA Title VI Certified Panels</li>
<li>Vanity Placement: Floor / Freestanding</li>
<li>Soft-Close Drawer Slides: Yes</li>
<li>Soft-Close Door hinges: Yes</li>
<li>Number of Doors: 2</li>
<li>Number of Drawers: 4</li>
<li>Assembly: Assembled</li>
<li>Remark 1: Drain, faucet and accessories are not included</li>
<li>Remark 2: Rubberwood drawer with dovetail joints</li>
<li>Use &amp; Care Note: Seal any stone surfaces before installation to avoid any dirt or stain from getting into the stone. Avoid direct sunlight and extreme changes in temperature. Clean with a soft, dry, lint-free cloth</li>
</ul>",Silkroad Exclusive,,Bathroom Vanity,"43 to 60, Bathroom Vanity, Bluish Gray, Modern, Silkroad, Single sinc, White",false,Finish,Bluish Gray,,,,,V10048GSSC,0.0,shopify,10,deny,manual,77.00,,true,false,'600316839426,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/V10048GSSC_1.jpg?v=1702747090,1,,false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/V10048GSSC_1.jpg?v=1702747090,kg,,,true,,,true,,,draft
silkroad-exclusive-48-inch-sesame-white-granite-top-single-sink-bathroom-vanity,,,,,,,,,White,,,,,V10048WSSC,0.0,shopify,10,deny,manual,77.00,,true,false,'600316839440,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/V10048GSSC_2.jpg?v=1702747090,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/V10048WSSC_1.jpg?v=1702747090,kg,,,,,,,,,
silkroad-exclusive-48-inch-sesame-white-granite-top-single-sink-bathroom-vanity,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/V10048GSSC_3.jpg?v=1702747090,3,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-48-inch-sesame-white-granite-top-single-sink-bathroom-vanity,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/V10048GSSC_4.jpg?v=1702747090,4,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-48-inch-sesame-white-granite-top-single-sink-bathroom-vanity,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/V10048WSSC_1.jpg?v=1702747090,5,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-48-inch-sesame-white-granite-top-single-sink-bathroom-vanity,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/V10048WSSC_2.jpg?v=1702747090,6,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-48-inch-sesame-white-granite-top-single-sink-bathroom-vanity,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/V10048WSSC_3.jpg?v=1702747090,7,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-48-inch-sesame-white-granite-top-single-sink-bathroom-vanity,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/V10048WSSC_4.jpg?v=1702747090,8,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-36-inch-carrara-white-marble-top-single-sink-bathroom-vanity-v10036wws,Silkroad Exclusive  36-inch Carrara White Marble Top Single Sink Bathroom Vanity - V10036WWS,"<p><strong>Specifications:</strong></p>
<ul>
<li>Product Width: 36</li>
<li>Product Depth: 22</li>
<li>Product Height: 36</li>
<li>Style: Modern</li>
<li>Finish: White</li>
<li>Counter Top: Carrara White Marble</li>
<li>Countertop Edge Profile: Bevel edge</li>
<li>Sink Type: White Ceramic Undermount Sink</li>
<li>Sink Material: Ceramic</li>
<li>Sink Installation Type: Undermount</li>
<li>Sink Shape: Rectangle</li>
<li>Sink Color: White</li>
<li>Number of Sink: Single</li>
<li>Faucet Specification: Pre-drilled for Single Hole Faucet</li>
<li>Door/ Drawer Hardware: Brushed Nickel Finish</li>
<li>Material: Natural Stone, Solid Wood Structure &amp; TSCA Title VI Certified Panels</li>
<li>Vanity Placement: Floor / Freestanding</li>
<li>Soft-Close Drawer Slides: Yes</li>
<li>Soft-Close Door hinges: Yes</li>
<li>Number of Doors: 2</li>
<li>Number of Drawers: 2</li>
<li>Assembly: Assembled</li>
<li>Remark 1: Drain, faucet and accessories are not included</li>
<li>Remark 2: Rubberwood drawer with dovetail joints</li>
<li>Use &amp; Care Note: Seal any stone surfaces before installation to avoid any dirt or stain from getting into the stone. Avoid direct sunlight and extreme changes in temperature. Clean with a soft, dry, lint-free cloth</li>
</ul>",Silkroad Exclusive,,Bathroom Vanity,"25 to 36, Bathroom Vanity, Modern, Silkroad, Single sinc, White",false,Sink Bowl Location,Left,,,,,V10036WWSL,0.0,shopify,10,deny,manual,77.00,,true,false,'600316839402,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/V10036WWSL_1.jpg?v=1702744938,1,,false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/V10036WWSL_1.jpg?v=1702744938,kg,,,true,,,true,,,draft
silkroad-exclusive-36-inch-carrara-white-marble-top-single-sink-bathroom-vanity-v10036wws,,,,,,,,,Right,,,,,V10036WWSR,0.0,shopify,10,deny,manual,77.00,,true,false,'600316839419,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/V10036WWSL_2.jpg?v=1702744938,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/V10036WWSR_1.jpg?v=1702744965,kg,,,,,,,,,
silkroad-exclusive-36-inch-carrara-white-marble-top-single-sink-bathroom-vanity-v10036wws,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/V10036WWSL_3.jpg?v=1702744939,3,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-36-inch-carrara-white-marble-top-single-sink-bathroom-vanity-v10036wws,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/V10036WWSL_4.jpg?v=1702744939,4,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-36-inch-carrara-white-marble-top-single-sink-bathroom-vanity-v10036wws,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/V10036WWSR_1.jpg?v=1702744965,5,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-36-inch-carrara-white-marble-top-single-sink-bathroom-vanity-v10036wws,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/V10036WWSR_2.jpg?v=1702744966,6,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-36-inch-carrara-white-marble-top-single-sink-bathroom-vanity-v10036wws,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/V10036WWSR_3.jpg?v=1702744966,7,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-36-inch-carrara-white-marble-top-single-sink-bathroom-vanity-v10036wws,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/V10036WWSR_4.jpg?v=1702744966,8,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-36-inch-carrara-white-marble-top-single-sink-bathroom-vanity-v10036gws,Silkroad Exclusive  36-inch Carrara White Marble Top Single Sink Bathroom Vanity - V10036GWS,"<p><strong>Specifications:</strong></p>
<ul>
<li>Product Width: 36</li>
<li>Product Depth: 22</li>
<li>Product Height: 36</li>
<li>Style: Modern</li>
<li>Finish: Bluish Gray</li>
<li>Counter Top: Carrara White Marble</li>
<li>Countertop Edge Profile: Bevel edge</li>
<li>Sink Type: White Ceramic Undermount Sink</li>
<li>Sink Material: Ceramic</li>
<li>Sink Installation Type: Undermount</li>
<li>Sink Shape: Rectangle</li>
<li>Sink Color: White</li>
<li>Number of Sink: Single</li>
<li>Faucet Specification: Pre-drilled for Single Hole Faucet</li>
<li>Door/ Drawer Hardware: Brushed Nickel Finish</li>
<li>Material: Natural Stone, Solid Wood Structure &amp; TSCA Title VI Certified Panels</li>
<li>Vanity Placement: Floor / Freestanding</li>
<li>Soft-Close Drawer Slides: Yes</li>
<li>Soft-Close Door hinges: Yes</li>
<li>Number of Doors: 2</li>
<li>Number of Drawers: 2</li>
<li>Assembly: Assembled</li>
<li>Remark 1: Drain, faucet and accessories are not included</li>
<li>Remark 2: Rubberwood drawer with dovetail joints</li>
<li>Use &amp; Care Note: Seal any stone surfaces before installation to avoid any dirt or stain from getting into the stone. Avoid direct sunlight and extreme changes in temperature. Clean with a soft, dry, lint-free cloth</li>
</ul>",Silkroad Exclusive,,Bathroom Vanity,"25 to 36, Bathroom Vanity, Bluish Gray, Modern, Silkroad, Single sinc",false,Sink Bowl Location,Left,,,,,V10036GWSL,0.0,shopify,10,deny,manual,77.00,,true,false,'600316839365,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/V10036GWSL_1.jpg?v=1702744834,1,,false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/V10036GWSL_1.jpg?v=1702744834,kg,,,true,,,true,,,draft
silkroad-exclusive-36-inch-carrara-white-marble-top-single-sink-bathroom-vanity-v10036gws,,,,,,,,,Right,,,,,V10036GWSR,0.0,shopify,10,deny,manual,77.00,,true,false,'600316839372,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/V10036GWSL_2.jpg?v=1702744834,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/V10036GWSR_1.jpg?v=1702744847,kg,,,,,,,,,
silkroad-exclusive-36-inch-carrara-white-marble-top-single-sink-bathroom-vanity-v10036gws,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/V10036GWSL_3.jpg?v=1702744834,3,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-36-inch-carrara-white-marble-top-single-sink-bathroom-vanity-v10036gws,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/V10036GWSL_4.jpg?v=1702744834,4,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-36-inch-carrara-white-marble-top-single-sink-bathroom-vanity-v10036gws,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/V10036GWSR_1.jpg?v=1702744847,5,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-36-inch-carrara-white-marble-top-single-sink-bathroom-vanity-v10036gws,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/V10036GWSR_2.jpg?v=1702744847,6,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-36-inch-carrara-white-marble-top-single-sink-bathroom-vanity-v10036gws,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/V10036GWSR_3.jpg?v=1702744847,7,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-36-inch-carrara-white-marble-top-single-sink-bathroom-vanity-v10036gws,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/V10036GWSR_4.jpg?v=1702744847,8,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-60-inch-travertine-top-single-sink-bathroom-vanity-v0279tw60c,Silkroad Exclusive  60-inch Travertine Top Single Sink Bathroom Vanity - V0279TW60C,"<p><strong>Specifications:</strong></p><ul>
<li>Product Width: 60</li>
<li>Product Depth: 22</li>
<li>Product Height: 36</li>
<li>Style: Traditional</li>
<li>Finish: Brazilian Rosewood</li>
<li>Counter Top: Travertine</li>
<li>Countertop Edge Profile: Waterfall</li>
<li>Sink Type: White Ceramic Undermount Sink</li>
<li>Sink Material: Ceramic</li>
<li>Sink Installation Type: Undermount</li>
<li>Sink Shape: Oval</li>
<li>Sink Color: White</li>
<li>Number of Sink: Single</li>
<li>Sink Bowl Location: Single Sink in Center</li>
<li>Faucet Specification: Pre-drilled for 8"" Widespread Faucet</li>
<li>Door/ Drawer Hardware: Antique Brass Finish</li>
<li>Material: Natural Stone, Solid Wood Structure &amp;  TSCA Title VI Certified Panels</li>
<li>Vanity Placement: Floor / Freestanding</li>
<li>Soft-Close Drawer Slides: Yes</li>
<li>Soft-Close Door hinges: Yes</li>
<li>Number of Doors: 2</li>
<li>Number of Drawers: 9</li>
<li>Assembly: Assembled</li>
<li>Remark 1: Drain, faucet and accessories are not included</li>
<li>Remark 2: Extra Thick Stone Counter Top</li>
<li>Use &amp; Care Note: Seal any stone surfaces before installation to avoid any dirt or stain from getting into the stone. Avoid direct sunlight and extreme changes in temperature. Clean with a soft, dry, lint-free cloth</li>
</ul>",Silkroad Exclusive,,Bathroom Vanity,"43 to 60, Bathroom Vanity, Brazilian Rosewood, Silkroad, Single sinc, Traditional",false,Title,Default Title,,,,,V0279TW60C,0.0,shopify,10,deny,manual,77.00,,true,false,'600316838771,,,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,draft
silkroad-exclusive-48-inch-travertine-top-single-sink-bathroom-vanity-ltp-0181-t-uic-48,Silkroad Exclusive  48-inch Travertine Top Single Sink Bathroom Vanity - LTP-0181-T-UIC-48,"<p><strong>Specifications:</strong></p><ul>
<li>Product Width: 48</li>
<li>Product Depth: 21</li>
<li>Product Height: 36</li>
<li>Style: Traditional</li>
<li>Finish: Cherry</li>
<li>Counter Top: Travertine</li>
<li>Countertop Edge Profile: Ogee</li>
<li>Sink Type: Ivory Ceramic Undermount Sink</li>
<li>Sink Material: Ceramic</li>
<li>Sink Installation Type: Undermount</li>
<li>Sink Shape: Oval</li>
<li>Sink Color: Ivory</li>
<li>Number of Sink: Single</li>
<li>Sink Bowl Location: Single Sink in Center</li>
<li>Faucet Specification: Pre-drilled for 8"" Widespread Faucet</li>
<li>Door/ Drawer Hardware: Antique Brass Finish</li>
<li>Material: Natural Stone, Solid Wood Structure &amp;  TSCA Title VI Certified Panels</li>
<li>Vanity Placement: Floor / Freestanding</li>
<li>Soft-Close Drawer Slides: Yes</li>
<li>Soft-Close Door hinges: No</li>
<li>Number of Doors: 2</li>
<li>Number of Drawers: 2</li>
<li>Assembly: Assembled</li>
<li>Remark 1: Drain, faucet and accessories are not included</li>
<li>Use &amp; Care Note: Seal any stone surfaces before installation to avoid any dirt or stain from getting into the stone. Avoid direct sunlight and extreme changes in temperature. Clean with a soft, dry, lint-free cloth</li>
</ul>",Silkroad Exclusive,,Bathroom Vanity,"43 to 60, Bathroom Vanity, Cherry, Silkroad, Single sinc, Traditional",false,Title,Default Title,,,,,LTP-0181-T-UIC-48,0.0,shopify,10,deny,manual,77.00,,true,false,'610256801186,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/LTP-0181-T-UIC-48_1.jpg?v=1702747600,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,draft
silkroad-exclusive-48-inch-travertine-top-single-sink-bathroom-vanity-ltp-0181-t-uic-48,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/LTP-0181-T-UIC-48_2.jpg?v=1702747600,2,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-48-inch-travertine-top-single-sink-bathroom-vanity-ltp-0181-t-uic-48,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/LTP-0181-T-UIC-48_3.jpg?v=1702747600,3,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-48-inch-travertine-top-single-sink-bathroom-vanity-ltp-0181-t-uic-48,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/LTP-0181-T-UIC-48_4.jpg?v=1702747600,4,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-46-5-inch-travertine-top-single-sink-bathroom-vanity-hyp-0808n-t-47,Silkroad Exclusive  46.5-inch Travertine Top Single Sink Bathroom Vanity - HYP-0808N-T-47,"<p><strong>Specifications:</strong></p><ul>
<li>Product Width: 46.5</li>
<li>Product Depth: 22</li>
<li>Product Height: 30.5</li>
<li>Style: Modern</li>
<li>Finish: Dark Chestnut</li>
<li>Counter Top: Travertine</li>
<li>Countertop Edge Profile: Bevel edge</li>
<li>Sink Type: Vessel Sink Bowl (Not Included)</li>
<li>Sink Installation Type: Vessel</li>
<li>Number of Sink: Single</li>
<li>Sink Bowl Location: Single Sink in Center</li>
<li>Faucet Specification: Pre-drilled for Single Hole Faucet</li>
<li>Door/ Drawer Hardware: Antique Brass Finish</li>
<li>Material: Natural Stone, Solid Wood Structure &amp;  TSCA Title VI Certified Panels</li>
<li>Vanity Placement: Floor / Freestanding</li>
<li>Soft-Close Drawer Slides: Yes</li>
<li>Soft-Close Door hinges: No</li>
<li>Number of Doors: 2</li>
<li>Number of Drawers: 3</li>
<li>Assembly: Assembled</li>
<li>Remark 1: Sink and faucet are not included</li>
<li>Remark 3: Modular Vanity</li>
<li>Use &amp; Care Note: Seal any stone surfaces before installation to avoid any dirt or stain from getting into the stone. Avoid direct sunlight and extreme changes in temperature. Clean with a soft, dry, lint-free cloth</li>
</ul>",Silkroad Exclusive,,Bathroom Vanity,"43 to 60, Bathroom Vanity, Dark Chestnut, Modern, Silkroad, Single sinc",false,Title,Default Title,,,,,HYP-0808N-T-47,0.0,shopify,10,deny,manual,77.00,,true,false,'600316840583,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/HYP-0808N-T-47_2.jpg?v=1702746381,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,draft
silkroad-exclusive-46-5-inch-travertine-top-single-sink-bathroom-vanity-hyp-0808n-t-47,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/HYP-0808N-T-47_3.jpg?v=1702746381,2,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-46-5-inch-travertine-top-single-sink-bathroom-vanity-hyp-0808n-t-47,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/HYP-0808N-T-47_1.jpg?v=1702746399,3,,,,,,,,,,,,,,,,,,,,,,,,,,
silkroad-exclusive-46-5-inch-travertine-top-single-sink-bathroom-vanity-hyp-0808n-t-47,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0553/6471/4702/files/HYP-0808N-T-47_4.jpg?v=1702746399,4,,,,,,,,,,,,,,,,,,,,,,,,,,
